"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_verifications","neighbourhood_ward","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","reviews_per_month","review_scores_rating","instant_bookable"
43502195,6632489,"2013/05/29","within an hour",96,94,"t",75,"['email', 'phone']","Ward 54",-33.96544,18.37995,"Entire home/apt",12,7,6,8,25708,3,90,4,90,27,57,70,295,11,0.3,5,"f"
53038384,394103065,"2021/03/25","within an hour",100,94,"f",21,"['email', 'phone']","Ward 115",-33.92119,18.41951,"Entire home/apt",6,2,3,4,956,2,180,4.2,1125,15,39,55,235,33,0.76,4.36,"f"
8.95e+17,163156434,"2017/12/18","within an hour",100,100,"t",6,"['email', 'phone', 'work_email']","Ward 60",-33.9530994,18.4992689,"Entire home/apt",5,2.5,3,3,2550,2,365,2,365,0,0,0,112,9,0.34,4.56,"t"
1.4e+18,383426943,"2021/01/07","within an hour",99,100,"t",46,"['email', 'phone']","Ward 115",-33.9238604,18.4157589,"Entire home/apt",4,2,2,2,2575,1,365,2,1125,18,47,65,340,14,2.68,5,"t"
21830425,154296815,"2017/10/12","within an hour",70,100,"f",6,"['email', 'phone']","Ward 23",-33.8099,18.46973,"Entire home/apt",4,2,2,3,4300,2,1125,2,1125,29,59,85,356,3,0.04,5,"t"
1e+18,2516345,"2012/06/01","within an hour",100,100,"f",85,"['email', 'phone']","Ward 54",-33.9142232,18.3898092,"Private room",2,1,0,1,795,1,365,3,365,19,35,54,285,2,0.09,4.5,"t"
22840629,168875975,"2018/01/20","within an hour",100,75,"f",1,"['email', 'phone', 'work_email']","Ward 83",-34.10626,18.81899,"Entire home/apt",6,1.5,2,6,1552,2,1125,2,1125,8,25,46,258,11,0.14,4.91,"f"
1.15e+18,93977698,"2016/09/07","within an hour",100,93,"t",1,"['email', 'phone']","Ward 115",-33.908717,18.4033974,"Entire home/apt",4,1,2,3,1723,3,1125,3,1125,19,46,69,89,21,1.54,5,"f"
53078978,47469973,"2015/10/26","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.92311,18.41689,"Entire home/apt",2,1,1,1,1142,2,365,2,1125,24,47,63,220,81,1.76,4.6,"t"
26493451,9669737,"2013/10/27","within an hour",99,100,"t",25,"['email', 'phone']","Ward 115",-33.92438,18.42205,"Entire home/apt",4,2,2,4,2369,1,30,1,1125,10,25,30,95,434,5.83,4.93,"f"
28899021,189849919,"2018/05/16","within an hour",90,98,"t",1,"['email', 'phone']","Ward 61",-34.19351,18.42765,"Entire home/apt",2,0,1,1,1193,2,1125,2.1,1125,0,11,20,173,157,1.87,4.94,"t"
1.28e+18,487521296,"2022/11/13","within a day",100,100,"f",1,"['email', 'phone']","Ward 115",-33.91879939,18.4209207,"Entire home/apt",2,1,1,1,1194,2,1125,2,1125,25,55,68,325,2,0.24,5,"f"
2095644,10691059,"2013/12/18","within an hour",100,94,"t",3,"['email', 'phone', 'work_email']","Ward 54",-33.94737,18.38626,"Entire home/apt",8,3.5,4,6,9000,5,21,5,21,30,60,90,163,15,0.11,4.27,"f"
9.05e+17,84237624,"2016/07/17","within an hour",100,91,"f",1,"['email', 'phone']","Ward 57",-33.93362,18.45193,"Entire home/apt",4,1,2,3,1431,2,31,2.1,1125,30,60,64,165,17,0.76,4.82,"f"
9.35e+17,3961453,"2012/10/24","within an hour",100,100,"f",108,"['phone']","Ward 55",-33.88949117,18.50925577,"Entire home/apt",4,2,2,3,1702,1,365,2.4,365,11,24,54,329,11,0.45,4.55,"t"
1.2e+18,27113270,"2015/02/02","within an hour",100,100,"t",3,"['email', 'phone']","Ward 15",-34.04968645,18.83085633,"Entire home/apt",2,1.5,1,1,998,2,120,2,120,29,53,73,193,6,0.42,5,"f"
36296131,44889437,"2015/09/23","within an hour",100,72,"t",6,"['email', 'phone']","Ward 74",-34.01788,18.37255,"Entire home/apt",8,3.5,5,7,5274,40,200,40,200,0,0,0,119,4,0.12,4.75,"f"
1.39e+18,232396297,"2018/12/25","within an hour",100,77,"f",10,"['email', 'phone']","Ward 57",-33.93238691,18.44148394,"Private room",2,0.5,1,1,396,2,365,2,365,30,60,90,365,1,0.18,4,"f"
45906831,372159003,"2020/10/16","within an hour",100,100,"t",1,"['email', 'phone']","Ward 55",-33.88496,18.51673,"Entire home/apt",2,1,1,1,1218,2,365,2,1125,0,0,0,263,32,0.53,4.81,"t"
9.52e+17,529849435,"2023/08/04","within an hour",100,87,"f",5,"['email', 'phone']","Ward 64",-34.09047823,18.47868975,"Entire home/apt",2,1,1,1,990,2,365,2,365,16,40,70,247,14,0.55,4.86,"f"
7.85e+17,101948760,"2016/10/31","within a few hours",88,94,"f",4,"['email', 'phone']","Ward 107",-33.82556,18.47943,"Entire home/apt",6,3,3,3,3550,2,365,2,365,0,0,8,272,17,0.51,4.94,"f"
1.28e+18,57824617,"2016/02/08","within an hour",100,99,"t",73,"['email', 'phone']","Ward 115",-33.9176714,18.4215188,"Entire home/apt",2,1,1,1,1848,1,365,1,365,14,39,69,148,47,4.37,4.91,"f"
20491646,125573291,"2017/04/12","within an hour",100,94,"f",3,"['email', 'phone']","Ward 61",-34.19855,18.37735,"Entire home/apt",7,2,4,7,1800,5,700,6,1125,23,24,33,194,31,0.34,4.68,"f"
2629185,13468116,"2014/03/24","within an hour",100,100,"t",3,"['email', 'phone']","Ward 64",-34.1272,18.44665,"Entire home/apt",4,2,2,3,2000,5,1125,5.4,1125,0,0,16,59,3,0.04,4.67,"t"
9.44e+17,135087219,"2017/06/14","within an hour",100,100,"t",3,"['email', 'phone', 'work_email']","Ward 62",-34.02592,18.41657,"Entire home/apt",2,1,1,1,2100,3,90,3,1125,0,10,15,28,16,0.82,5,"f"
1.38e+18,650149010,"2024/09/04","within an hour",91,92,"f",8,"['phone']","Ward 26",-33.91079585,18.57924975,"Entire home/apt",6,2,3,3,1283,1,365,1,365,30,60,88,357,1,0.35,5,"t"
1.21e+18,579161513,"2024/05/23","within an hour",99,97,"f",41,"['email', 'phone']","Ward 115",-33.91843,18.42114,"Entire home/apt",2,1,1,1,1821,2,90,2,1125,29,56,81,356,16,1.29,4.5,"t"
1.2e+18,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 54",-33.9606681,18.3749726,"Entire home/apt",2,1,1,1,1730,4,240,2.7,240,7,24,51,323,22,2.02,4.64,"f"
7.06e+17,39174880,"2015/07/21","within an hour",100,89,"t",62,"['email', 'phone', 'work_email']","Ward 54",-33.9220601,18.3805157,"Entire home/apt",6,2,3,3,3662,1,1125,2,1125,12,23,51,67,66,1.81,4.92,"f"
1.04e+18,490536499,"2022/12/07","within a day",55,5,"f",37,"['email', 'phone']","Ward 54",-33.91493,18.39514,"Entire home/apt",6,2.5,3,3,7826,4,365,4,365,28,58,88,363,1,0.05,5,"f"
20777870,25122328,"2014/12/23","within an hour",100,92,"t",20,"['email', 'phone', 'work_email']","Ward 54",-33.9625,18.37374,"Entire home/apt",10,5,5,5,10900,3,365,3.2,365,17,35,57,305,71,0.73,4.96,"f"
1.24e+18,3414028,"2012/08/29","within an hour",97,74,"t",35,"['email', 'phone']","Ward 23",-33.81105,18.47035,"Entire home/apt",2,1,1,2,1058,5,365,5,365,29,59,60,318,2,0.2,5,"f"
1.43e+18,692536210,"2025/04/28","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.91903052,18.42546033,"Entire home/apt",2,1,1,1,757,2,1080,2.2,1125,1,29,59,327,4,1.29,4,"t"
1.26e+18,76574144,"2016/06/08","within an hour",98,98,"f",19,"['email', 'phone']","Ward 54",-33.9219329,18.384292,"Entire home/apt",2,1,1,1,999,2,120,2,120,6,6,24,114,9,0.79,4.44,"f"
1.39e+18,90798683,"2016/08/19","within an hour",100,97,"t",55,"['email', 'phone']","Ward 54",-33.927846,18.3775581,"Entire home/apt",4,2,2,2,6363,2,1125,2.9,859.7,17,40,58,123,8,1.4,5,"f"
12825069,67013506,"2016/04/13","within an hour",100,95,"t",20,"['email', 'phone']","Ward 74",-34.04505,18.36629,"Entire home/apt",6,2,3,4,3373,5,21,5,21,0,0,0,242,11,0.1,4.55,"f"
5.57e+17,403603800,"2021/05/26","within an hour",100,98,"f",14,"['email', 'phone']","Ward 115",-33.913499,18.426077,"Entire home/apt",2,1,1,1,2252,1,28,1,28,22,52,82,357,95,2.15,4.46,"f"
1.38e+18,252997240,"2019/04/03","within an hour",100,89,"t",3,"['email', 'phone']","Ward 23",-33.8177778,18.4759042,"Entire home/apt",4,2,2,3,2200,2,365,2,365,28,58,79,347,1,0.17,5,"t"
1.5e+18,235220371,"2019/01/08","within an hour",100,94,"f",1,"['email', 'phone']","Ward 115",-33.927231,18.4532764,"Entire home/apt",2,1,1,1,727,1,365,1,365,22,52,82,350,1,1,1,"t"
18045712,122830772,"2017/03/27","within a few hours",100,100,"f",3,"['email', 'phone']","Ward 100",-34.16077,18.87531,"Entire home/apt",6,3,3,4,2160,2,121,2,1125,20,49,64,218,1,0.01,4,"t"
9.03e+17,39947133,"2015/07/29","within a few hours",90,94,"f",1,"['email', 'phone']","Ward 77",-33.9336343,18.4194613,"Entire home/apt",4,2,2,2,1500,2,365,2,365,16,20,27,268,25,0.96,4.64,"f"
1.37e+18,216033559,"2018/09/18","within an hour",100,88,"f",2,"['email', 'phone']","Ward 115",-33.91574956,18.42035546,"Entire home/apt",2,1,1,1,1620,2,365,2,365,22,44,72,242,1,0.15,5,"t"
29300102,58689574,"2016/02/14","within an hour",100,60,"f",3,"['email', 'phone']","Ward 100",-34.16183,18.87188,"Entire home/apt",2,1,1,2,1307,3,1125,3,1125,4,8,9,216,2,0.03,4.5,"t"
1.08e+18,12306351,"2014/02/17","within an hour",100,91,"t",5,"['email', 'phone', 'work_email']","Ward 55",-33.91079,18.48344,"Private room",1,1,1,1,360,5,365,5,365,0,26,56,236,3,0.17,4.67,"f"
53224680,182458382,"2018/04/04","within an hour",100,98,"t",2,"['phone']","Ward 62",-34.01086,18.44368,"Entire home/apt",8,3,4,4,15064,7,365,6.9,365,0,0,9,175,1,0.11,5,"f"
9.75e+17,90798683,"2016/08/19","within an hour",100,97,"t",55,"['email', 'phone']","Ward 115",-33.92559874,18.41456216,"Entire home/apt",4,2,2,4,2794,3,1125,3,992.3,29,59,78,78,4,0.17,5,"f"
6.53e+17,176315037,"2018/03/03","within a few hours",100,100,"t",1,"['email', 'phone']","Ward 112",-33.81772579,18.64218335,"Entire home/apt",6,2,3,3,1502,4,120,4.5,120,2,6,6,148,53,1.36,5,"f"
15583669,33847530,"2015/05/20","within an hour",100,100,"t",1,"['email', 'phone']","Ward 61",-34.14317,18.32412,"Entire home/apt",2,1,0,4,2332,2,1125,2,1125,20,39,45,244,99,0.95,4.98,"f"
43778000,112281010,"2017/01/19","within an hour",100,84,"t",3,"['email', 'phone']","Ward 23",-33.80285,18.46698,"Private room",2,1,1,1,769,1,1125,1,1125,29,59,78,337,3,0.06,5,"f"
11132565,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 54",-33.96405,18.37599,"Entire home/apt",8,4,4,4,9715,4,1125,4.6,1125,29,59,72,340,12,0.17,4.33,"f"
9.37e+17,428779941,"2021/10/24","within an hour",94,99,"t",21,"['email', 'phone']","Ward 54",-33.935894,18.378764,"Entire home/apt",2,1,1,1,2439,2,365,2,629.4,11,33,63,327,84,3.36,4.7,"t"
1.17e+18,130849879,"2017/05/18","within an hour",100,100,"t",2,"['email', 'phone']","Ward 57",-33.93579,18.46414,"Private room",2,1,1,1,540,2,180,2,1125,0,0,27,223,23,1.52,5,"f"
1.29e+18,22804596,"2014/10/21","a few days or more",0,50,"f",1,"['email', 'phone']","Ward 74",-34.03527013,18.35735247,"Entire home/apt",5,2,3,3,3620,7,30,7,30,23,53,83,173,1,0.11,5,"f"
1.27e+18,25123172,"2014/12/23","within a day",100,92,"f",1,"['email', 'phone']","Ward 77",-33.93663921,18.41836557,"Entire home/apt",4,2,2,4,3278,4,30,4,30,0,0,15,20,3,0.28,5,"f"
1.02e+18,546156783,"2023/11/12","within an hour",90,77,"f",4,"['email', 'phone']","Ward 58",-34.00108569,18.47669475,"Private room",3,1,1,1,850,2,365,2,365,19,24,54,321,12,0.58,4.42,"f"
47707975,1818018,"2012/02/27","within an hour",100,89,"t",1,"['email', 'phone']","Ward 57",-33.9405,18.4675,"Entire home/apt",3,1,1,3,769,7,365,7,365,23,38,68,323,35,0.62,4.97,"f"
659419,3326652,"2012/08/21","within an hour",100,76,"f",11,"['email', 'phone', 'work_email']","Ward 4",-33.85342,18.49401,"Entire home/apt",8,3.5,3,6,1777,1,1125,1,1125,8,38,60,261,82,0.87,4.73,"f"
1.04e+18,322643968,"2019/12/30","within a few hours",100,97,"f",1,"['email', 'phone']","Ward 21",-33.86438,18.65758,"Entire home/apt",6,1,3,4,1350,2,1125,2,1125,16,34,41,190,45,2.06,4.62,"f"
1.01e+18,274838592,"2019/07/09","within a day",50,50,"f",1,"['email', 'phone']","Ward 74",-34.01030192,18.38378015,"Entire home/apt",6,2.5,3,3,4200,7,365,7,365,0,0,2,119,2,0.09,5,"f"
7.01e+17,32548663,"2015/05/04","within an hour",100,68,"f",2,"['email', 'phone', 'work_email']","Ward 54",-33.948098,18.3827042,"Entire home/apt",16,5,8,9,7673,2,365,2,365,13,18,33,43,50,1.39,4.54,"f"
9.12e+17,517284321,"2023/05/30","within an hour",100,86,"t",1,"['email', 'phone']","Ward 105",-33.82162671,18.66302127,"Entire home/apt",4,1.5,2,2,1063,1,30,1.3,30,18,36,48,298,69,2.73,4.8,"f"
7.83e+17,24604881,"2014/12/08","within an hour",100,98,"t",6,"['email', 'phone']","Ward 54",-33.93579288,18.37860937,"Entire home/apt",2,1,1,1,1479,1,60,1.3,1125,12,29,53,137,60,1.8,4.88,"f"
1.19e+18,96250728,"2016/09/22","within an hour",100,100,"f",1,"['email', 'phone']","Ward 23",-33.7304428,18.4370862,"Entire home/apt",6,2.5,3,3,3903,7,60,7,60,23,53,80,252,1,0.11,5,"f"
8.05e+17,24809791,"2014/12/14","within an hour",100,86,"t",10,"['email', 'phone']","Ward 77",-33.92289933,18.41307923,"Private room",2,3,1,2,334,25,365,2.9,365,30,60,90,365,5,0.15,5,"f"
31845274,8108425,"2013/08/12","within an hour",100,90,"t",72,"['email', 'phone', 'work_email']","Ward 54",-33.92035,18.38047,"Entire home/apt",4,2.5,2,2,2221,2,1125,4.1,249.4,1,14,28,247,81,1.01,4.86,"t"
51119250,186466408,"2018/04/26","within an hour",100,97,"t",1,"['email', 'phone']","Ward 61",-34.17135,18.42753,"Entire home/apt",4,2.5,2,3,1295,2,60,2.1,60,5,25,40,200,83,1.68,4.9,"f"
1.23e+18,99585978,"2016/10/14","within a few hours",100,100,"f",1,"['email', 'phone']","Ward 23",-33.7300712,18.4378562,"Entire home/apt",10,2,4,6,5500,6,365,6,365,6,6,10,270,2,0.22,5,"f"
2378969,12152659,"2014/02/11","within an hour",100,98,"t",3,"['email', 'phone']","Ward 54",-33.94800634,18.38710718,"Entire home/apt",2,1,1,1,2593,4,1125,4,1125,14,32,47,279,221,1.57,4.89,"f"
9.05e+17,265331427,"2019/05/31","within a day",100,47,"t",2,"['email', 'phone', 'work_email']","Ward 23",-33.73104,18.43714,"Entire home/apt",8,2.5,4,5,4179,4,60,3.9,60,18,48,60,332,6,0.29,5,"f"
7.59e+17,3681463,"2012/09/26","within an hour",100,100,"t",1,"['email', 'phone', 'work_email']","Ward 77",-33.91942,18.41348,"Entire home/apt",2,1,1,1,1441,1,90,2.3,1125,7,17,30,253,114,3.36,4.97,"f"
1.25e+18,547661920,"2023/11/22","within an hour",100,98,"t",1,"['email', 'phone']","Ward 61",-34.1959084,18.446243,"Entire home/apt",4,2,2,3,1378,1,1125,1.3,1125,11,11,24,269,22,2,4.77,"t"
1.44e+18,265347540,"2019/05/31","within an hour",99,96,"t",17,"['email', 'phone']","Ward 54",-33.912372,18.397944,"Entire home/apt",4,2.5,2,2,3508,2,1125,2,365,3,11,21,189,17,6.37,4.94,"f"
4442177,12384178,"2014/02/19","within an hour",100,67,"f",4,"['email', 'phone', 'work_email']","Ward 23",-33.810074,18.476955,"Private room",2,1,1,1,756,2,1125,2,1125,28,58,65,328,15,0.11,5,"f"
1.11e+18,7151375,"2013/06/27","within an hour",100,89,"t",1,"['email', 'phone']","Ward 71",-34.06247,18.44674,"Entire home/apt",2,1,1,1,1059,2,30,2,30,20,37,37,37,21,1.15,4.95,"f"
17227276,116021380,"2017/02/12","within an hour",100,100,"f",5,"['email', 'phone']","Ward 54",-33.91821,18.38831,"Entire home/apt",6,2.5,3,3,3798,2,1125,2.8,731,15,30,43,233,7,0.16,4.43,"t"
15891349,11683001,"2014/01/27","within an hour",100,96,"f",3,"['email', 'phone', 'work_email']","Ward 54",-33.93792,18.37958,"Entire home/apt",2,1,1,1,1972,2,60,2,1125,14,29,39,40,99,0.93,4.87,"f"
7e+17,20600730,"2014/08/27","within an hour",100,90,"f",109,"['email', 'phone', 'work_email']","Ward 59",-33.97991,18.46135,"Entire home/apt",4,2.5,2,2,3597,2,365,2.3,365,0,0,15,31,41,1.11,4.88,"f"
7.97e+17,167490225,"2018/01/13","within an hour",100,98,"t",1,"['email', 'phone', 'work_email']","Ward 70",-33.87673,18.62015,"Entire home/apt",2,1,1,1,816,2,90,2,1125,19,39,61,299,100,3.15,4.92,"f"
1.39e+18,31361698,"2015/04/16","within an hour",100,84,"t",63,"['email', 'phone']","Ward 54",-33.91936,18.39005,"Entire home/apt",2,1,0,1,1235,3,60,3.9,60,6,6,20,201,3,1.22,4,"f"
1.01e+18,345843188,"2020/05/10","within an hour",100,90,"f",38,"['email', 'phone', 'work_email']","Ward 115",-33.9219464,18.4187235,"Entire home/apt",2,1,1,1,857,1,365,1,1125,11,14,21,271,54,2.35,4.69,"t"
33121726,63926722,"2016/03/21","within a few hours",100,98,"f",5,"['email', 'phone', 'work_email']","Ward 62",-33.9863,18.44525,"Entire home/apt",2,1,1,1,452,2,112,2,112,3,9,10,223,137,2.29,4.88,"f"
22872105,169228955,"2018/01/22","within a few hours",60,89,"f",1,"['email', 'phone']","Ward 112",-33.83391,18.64676,"Entire home/apt",5,2,3,3,1972,2,30,2,30,25,53,72,124,42,0.45,4.86,"f"
8.42e+17,3236576,"2012/08/12","within an hour",100,100,"f",1,"['email', 'phone']","Ward 23",-33.7098278,18.4441802,"Entire home/apt",8,3.5,4,5,5877,5,1125,5,1125,21,43,58,290,15,0.48,4.93,"f"
1.28e+18,72812606,"2016/05/19","within an hour",100,100,"t",2,"['email', 'phone']","Ward 84",-34.0798588,18.866312,"Entire home/apt",2,1,1,1,1259,2,90,2,90,21,40,63,302,15,1.38,5,"f"
1.28e+18,122461235,"2017/03/25","within an hour",100,96,"t",7,"['email', 'phone']","Ward 54",-33.9326016,18.3783785,"Entire home/apt",4,2.5,2,2,7575,3,30,3.3,29.3,27,57,74,135,1,0.1,5,"f"
1.37e+18,680872373,"2025/02/25","within an hour",100,96,"f",3,"['email', 'phone']","Ward 115",-33.91009047,18.40152327,"Entire home/apt",6,3.5,3,3,3122,4,365,34.7,365,4,17,38,307,9,2.9,5,"f"
1.12e+18,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 115",-33.91251,18.42506,"Entire home/apt",4,2,2,3,3474,4,45,4.3,1125,15,45,75,350,4,0.28,4.25,"f"
1.1e+18,517150655,"2023/05/29","within an hour",100,96,"f",2,"['email', 'phone']","Ward 73",-34.02489,18.45471,"Entire home/apt",2,1,1,1,1169,1,30,1,30,17,39,56,323,28,1.71,4.68,"f"
33448948,38690622,"2015/07/16","within a few hours",100,73,"t",2,"['email', 'phone']","Ward 59",-33.98348,18.45863,"Entire home/apt",2,1,0,1,428,1,1125,1,1125,1,5,5,67,190,2.42,4.85,"f"
25178105,50996273,"2015/12/10","within an hour",100,100,"t",3,"['email', 'phone']","Ward 74",-34.01522,18.34833,"Entire home/apt",2,1,1,1,1654,2,60,2,1125,5,6,8,139,400,4.83,4.94,"t"
39877667,57218252,"2016/02/03","within an hour",100,90,"f",176,"['phone']","Ward 115",-33.91367,18.41487,"Entire home/apt",4,2,2,3,2334,4,1125,3.5,1125,1,2,16,235,81,1.16,4.69,"f"
1.2e+18,9207263,"2013/10/03","within an hour",100,92,"t",1,"['email', 'phone']","Ward 61",-34.20121,18.38175,"Entire home/apt",6,3,3,4,2397,3,60,4.4,1125,0,12,22,206,34,2.69,5,"f"
1.31e+18,661586141,"2024/11/11","within an hour",100,98,"t",2,"['email', 'phone']","Ward 4",-33.85455966,18.49393761,"Entire home/apt",7,3,4,5,2044,2,1125,5.5,1125,11,18,39,260,8,1.1,4.88,"f"
1.15e+18,34496867,"2015/05/29","within an hour",100,97,"f",12,"['email', 'phone']","Ward 69",-34.1361557,18.3897043,"Entire home/apt",6,3,3,3,3758,1,365,3.5,731,27,57,87,194,2,0.22,5,"f"
21361756,8906630,"2013/09/18","within an hour",100,98,"t",6,"['email', 'phone']","Ward 54",-33.95096,18.37979,"Entire home/apt",8,3.5,4,5,8625,4,1125,4,1125,24,39,64,315,91,0.98,4.99,"t"
1.08e+18,394103065,"2021/03/25","within an hour",100,94,"f",21,"['email', 'phone']","Ward 54",-33.92026,18.38307,"Entire home/apt",3,1,2,2,801,10,180,62.6,1125,8,15,36,181,9,0.45,4.78,"t"
1.47e+18,151105063,"2017/09/18","within an hour",100,94,"t",9,"['email', 'phone']","Ward 55",-33.88711213,18.48709591,"Entire home/apt",4,1,2,2,1943,3,30,3.3,731,16,42,57,258,2,1.58,5,"t"
9.64e+17,533223575,"2023/08/22","within an hour",100,100,"f",33,"['email', 'phone']","Ward 54",-33.93680031,18.37849847,"Entire home/apt",2,1,1,1,1011,1,365,2.4,365,21,44,67,331,10,0.4,4.4,"t"
1.5e+18,28858586,"2015/03/06","within an hour",100,100,"f",2,"['phone', 'work_email']","Ward 77",-33.93638302,18.41908436,"Entire home/apt",2,1,1,1,700,1,365,1,365,21,51,78,346,1,1,5,"f"
17511576,98951923,"2016/10/09","within an hour",100,94,"t",1,"['email', 'phone']","Ward 59",-33.97869,18.45701,"Entire home/apt",2,1,1,1,1081,1,1125,1,1125,9,20,35,289,263,2.52,4.97,"f"
52002492,421114933,"2021/09/01","within an hour",100,72,"f",1,"['email', 'phone', 'work_email']","Ward 113",-33.81943028,18.50597429,"Entire home/apt",8,4.5,4,4,3294,2,1125,2.1,1125,3,14,18,257,28,0.58,4.82,"f"
37953760,285589165,"2019/08/14","within an hour",100,100,"f",2,"['email', 'phone']","Ward 69",-34.11245,18.38536,"Entire home/apt",2,1,0,1,1260,2,31,2.1,1125,29,53,73,189,42,0.59,4.95,"t"
6.9e+17,474308448,"2022/08/10","within an hour",100,100,"t",1,"['email', 'phone']","Ward 73",-34.02237,18.46092,"Entire home/apt",6,2,3,3,2900,2,1125,2,1125,26,56,77,337,22,0.66,5,"f"
21223718,153283820,"2017/10/04","within a day",100,100,"f",1,"['email', 'phone']","Ward 1",-33.83254,18.54376,"Entire home/apt",5,1,3,4,1984,2,90,2,1125,20,44,52,185,16,0.23,4.81,"f"
1.41e+18,45814092,"2015/10/05","within an hour",100,98,"t",6,"['email', 'phone']","Ward 54",-33.9186568,18.3911064,"Entire home/apt",2,1,1,1,739,4,21,5.3,1125,2,14,21,161,5,1.56,5,"f"
1.3e+18,161702732,"2017/12/07","within an hour",91,73,"f",13,"['email', 'phone']","Ward 55",-33.88332,18.52111,"Entire home/apt",2,1,1,1,886,1,365,1,365,0,0,0,195,2,1.4,4.5,"t"
1.36e+18,435194492,"2021/12/08","within an hour",100,100,"f",1,"['phone']","Ward 23",-33.8182403,18.4756758,"Entire home/apt",2,1,1,1,881,2,180,2.5,180,15,45,69,336,6,2.73,5,"f"
1.09e+18,126690847,"2017/04/19","within an hour",100,96,"t",2,"['email', 'phone']","Ward 83",-34.10595,18.81785,"Entire home/apt",2,1,1,2,1311,2,365,2,366.5,0,26,56,209,5,0.26,4.8,"f"
1.36e+18,597069599,"2024/08/19","within an hour",100,100,"t",1,"['email', 'phone']","Ward 115",-33.9151151,18.415844,"Entire home/apt",6,3,3,3,4018,2,1125,2,1125,11,19,36,213,24,4,4.96,"f"
19431427,26672301,"2015/01/25","within an hour",100,84,"f",21,"['email', 'phone', 'work_email']","Ward 54",-33.91396,18.39446,"Entire home/apt",4,2,2,4,1800,3,1125,3.2,1125,22,32,56,118,158,1.6,4.82,"f"
1.4e+18,435680166,"2021/12/12","within an hour",100,75,"f",2,"['email', 'phone', 'work_email']","Ward 53",-33.93966,18.5031223,"Private room",2,1,1,1,808,1,21,1,21,19,35,53,312,4,1.18,4.75,"f"
8.36e+17,102067400,"2016/11/01","within a day",100,75,"f",1,"['phone']","Ward 58",-33.98199089,18.48235432,"Entire home/apt",6,2,3,3,3900,10,20,10,20,0,0,3,61,1,0.11,5,"f"
16597861,105423690,"2016/11/28","within an hour",100,100,"t",4,"['email', 'phone', 'work_email']","Ward 61",-34.20955,18.45847,"Entire home/apt",4,1,1,2,1000,2,150,2,150,0,0,12,221,184,1.74,4.98,"t"
9.3e+17,524257483,"2023/07/07","within an hour",100,100,"f",1,"['email', 'phone']","Ward 115",-33.9163807,18.4201668,"Entire home/apt",2,1,1,1,946,2,365,2.3,1125,17,47,77,348,23,0.87,4.57,"t"
22056628,45079341,"2015/09/25","within a day",100,78,"t",1,"['email', 'phone']","Ward 61",-34.19877,18.44527,"Private room",2,1,0,2,510,1,1125,1,1125,29,58,86,122,74,0.78,4.89,"f"
